order_id,customer_id,product_id,order_date,quantity
95,175,96,2025-12-02,6
96,312,7,2025-10-06,7
97,367,11,2025-09-19,7
98,281,86,2025-12-02,4
99,376,79,2025-11-10,2
100,124,30,2025-03-28,5
101,449,10,2025-08-10,2
102,369,51,2025-03-24,7
103,49,83,2025-08-13,5
104,221,31,2025-12-29,10
105,417,54,2025-04-18,1
106,26,55,2025-01-25,1
107,91,45,2025-01-06,2
108,39,52,2025-08-05,5
109,265,86,2025-06-09,7
110,212,22,2025-12-03,3
111,188,55,2025-08-29,9
112,308,57,2025-11-12,1
113,13,54,2025-04-09,1
114,353,11,2025-12-13,8
115,199,11,2025-06-13,10
116,257,18,2025-08-06,8
117,379,39,2025-09-07,7
118,486,15,2025-04-24,1
119,454,59,2025-03-20,8
120,46,43,2025-10-14,8
121,5,83,2025-12-26,10
122,120,25,2025-03-29,4
123,217,73,2025-07-26,8
124,66,7,2025-12-24,7
125,416,57,2025-08-01,7
126,385,66,2025-12-25,5
127,261,17,2025-12-12,7
128,389,59,2025-01-24,9
129,462,8,2025-07-08,3
130,464,51,2025-05-18,6
131,263,77,2025-10-14,8
132,396,7,2025-11-03,2
133,331,80,2025-03-31,10
134,144,60,2025-09-02,4
135,106,22,2025-02-04,1
136,7,87,2025-05-28,6
137,385,77,2025-11-09,4
138,453,11,2025-01-03,1
139,468,62,2025-12-09,8
140,125,68,2025-01-03,2
141,415,75,2025-08-19,9
142,62,65,2025-07-19,7
143,99,35,2025-05-15,9
144,124,61,2025-11-28,2
145,472,74,2025-01-01,7
146,368,55,2025-12-02,2
147,435,79,2025-09-20,3
148,260,29,2025-04-07,9
149,260,16,2026-01-01,3
150,48,50,2025-01-22,1
151,192,88,2025-11-28,10
152,137,8,2025-08-14,7
153,240,2,2025-06-17,6
154,456,27,2025-05-04,9
155,15,76,2025-09-30,10
156,103,58,2025-10-05,4
157,91,74,2025-03-27,2
158,220,28,2025-06-05,4
159,107,51,2025-04-13,9
160,362,98,2025-03-22,8
161,425,8,2025-03-13,6
162,235,76,2025-08-14,3
163,231,62,2025-05-30,6
164,285,83,2025-11-14,1
165,430,21,2025-10-21,4
166,101,53,2025-02-04,9
167,95,95,2025-03-09,5
168,223,54,2025-07-11,5
169,1,32,2025-02-11,3
170,171,58,2025-11-17,5
171,479,37,2025-01-11,4
172,144,85,2025-09-13,1
173,430,73,2025-01-30,2
174,234,53,2025-12-17,10
175,282,74,2025-09-14,8
176,258,41,2025-11-13,6
177,440,2,2025-03-21,2
178,55,56,2025-03-15,7
179,350,29,2025-10-28,6
180,210,47,2025-11-13,2
181,46,47,2025-02-21,2
182,361,74,2025-11-07,9
183,294,81,2025-10-24,10
184,277,98,2025-12-27,7
185,5,33,2025-12-25,10
186,325,22,2025-05-31,3
187,201,33,2025-08-01,1
188,323,85,2025-06-04,4
189,159,59,2025-06-24,7
190,372,70,2025-05-09,7
191,258,54,2025-07-04,4
192,470,69,2025-12-21,9
193,112,13,2025-12-15,1
194,373,73,2025-02-18,8
195,20,68,2025-12-27,6
196,182,95,2025-07-01,4
197,92,47,2025-04-24,6
198,293,15,2025-05-05,2
199,375,8,2025-05-06,4
200,468,51,2025-06-14,8
201,18,59,2025-11-23,4
202,201,9,2026-01-01,10
203,246,64,2025-09-17,4
204,384,23,2025-09-22,8
205,352,90,2025-06-14,5
206,27,85,2025-06-11,5
207,246,40,2025-06-25,3
208,305,7,2025-08-01,6
209,249,71,2025-09-25,10
210,254,91,2025-03-11,9
211,160,74,2025-11-28,5
212,175,12,2025-05-05,5
213,366,73,2025-02-13,4
214,18,83,2025-09-22,4
215,298,32,2025-04-05,2
216,493,80,2025-01-11,4
217,93,57,2025-07-13,10
218,149,69,2025-07-21,10
219,197,8,2025-03-31,6
220,274,39,2025-10-22,6
221,352,17,2025-12-19,9
222,190,30,2025-03-15,5
223,495,3,2025-05-06,2
224,40,55,2025-05-31,6
225,154,47,2025-04-18,2
226,116,19,2025-04-01,2
227,457,79,2025-07-16,4
228,279,36,2025-05-22,1
229,58,80,2025-11-22,4
230,465,16,2025-04-23,8
231,179,52,2025-08-09,2
232,451,12,2025-10-23,4
233,146,50,2025-10-07,8
234,68,28,2025-09-26,2
235,431,42,2025-10-16,3
236,152,10,2025-11-24,10
237,476,77,2025-06-13,6
238,352,13,2025-03-06,4
239,336,29,2025-12-28,7
240,226,53,2025-11-02,5
241,229,83,2025-07-21,8
242,200,66,2025-03-16,9
243,289,86,2025-10-20,6
244,3,85,2025-12-18,2
245,67,81,2025-01-02,5
246,387,52,2025-11-04,3
247,212,27,2025-12-17,2
248,180,10,2025-01-23,10
249,16,40,2025-05-23,1
250,135,38,2025-11-12,9
251,149,74,2025-11-26,5
252,154,58,2025-07-26,1
253,423,31,2025-08-14,10
254,297,3,2025-05-10,6
255,459,78,2025-04-28,7
256,240,60,2025-12-13,8
257,299,91,2025-10-30,10
258,476,52,2025-02-23,7
259,20,35,2025-11-09,4
260,444,19,2025-09-05,6
261,275,34,2025-05-05,3
262,141,5,2025-02-02,9
263,403,22,2025-02-23,2
264,261,70,2025-12-25,4
265,245,31,2025-05-04,5
266,391,60,2025-05-13,2
267,159,81,2025-09-16,7
268,414,5,2025-12-07,5
269,156,2,2025-06-22,3
270,190,48,2025-09-12,8
271,76,77,2025-10-20,6
272,453,78,2025-03-15,6
273,208,58,2025-12-21,3
274,500,96,2025-12-31,6
275,190,89,2025-06-25,6
276,469,64,2025-12-19,8
277,83,73,2025-10-16,10
278,107,60,2025-10-16,6
279,280,99,2025-07-21,10
280,368,46,2025-05-18,4
281,324,4,2025-07-20,6
282,52,71,2025-02-07,8
283,488,90,2025-04-22,3
284,75,86,2025-10-10,2
285,408,22,2025-07-15,3
286,379,5,2025-08-22,5
287,411,59,2025-09-16,6
288,435,73,2025-12-25,3
289,453,63,2025-08-27,6
290,166,36,2025-08-29,5
291,78,66,2025-11-04,2
292,11,44,2025-07-29,6
293,389,86,2025-02-24,8
294,338,56,2025-10-30,10
295,353,80,2025-12-16,7
296,262,51,2025-05-15,4
297,177,63,2025-09-05,2
298,254,52,2025-11-23,4
299,124,18,2025-10-24,1
300,16,61,2025-05-10,1
301,259,69,2025-01-26,5
302,387,21,2025-02-10,9
303,438,86,2025-05-23,9
304,90,12,2025-12-31,10
305,22,44,2025-03-29,2
306,144,55,2025-04-06,8
307,418,66,2025-05-13,8
308,143,39,2025-07-19,7
309,126,69,2025-05-07,2
310,9,7,2025-08-07,6
311,487,92,2025-08-05,4
312,13,14,2025-04-16,1
313,403,20,2025-09-18,6
314,195,12,2025-05-02,7
315,315,96,2025-03-13,10
316,453,11,2025-05-07,9
317,402,19,2025-02-27,7
318,263,73,2025-06-10,1
319,164,54,2025-04-28,1
320,497,76,2025-12-22,7
321,49,1,2025-02-19,5
322,214,88,2025-03-11,3
323,78,43,2025-07-05,7
324,98,26,2025-11-11,10
325,395,10,2025-12-30,2
326,280,74,2025-01-02,8
327,104,76,2025-07-05,9
328,471,64,2025-04-05,8
329,458,9,2025-02-10,6
330,14,75,2025-03-21,1
331,184,77,2025-06-01,6
332,368,77,2025-11-01,2
333,277,84,2025-04-29,8
334,474,71,2025-12-22,5
335,370,48,2025-11-30,4
336,413,50,2025-04-26,3
337,240,20,2025-04-16,1
338,182,41,2025-06-18,5
339,45,26,2025-09-20,4
340,275,74,2025-09-03,5
341,257,28,2025-04-19,3
342,147,31,2025-05-25,7
343,153,88,2025-02-03,5
344,240,83,2025-12-26,4
345,254,40,2025-09-27,2
346,171,28,2025-06-18,5
347,378,85,2025-07-06,7
348,84,78,2025-11-26,6
349,175,3,2025-10-06,3
350,345,32,2025-07-11,7
351,302,43,2025-08-14,7
352,224,10,2025-11-25,6
353,396,35,2025-02-19,8
354,164,59,2025-06-03,3
355,398,11,2025-03-12,6
356,156,46,2025-06-13,9
357,242,74,2025-11-30,10
358,412,55,2025-09-10,5
359,287,52,2025-10-08,2
360,364,8,2025-08-01,10
361,48,11,2025-09-21,2
362,78,5,2025-01-24,5
363,335,86,2025-01-02,7
364,163,28,2025-07-08,7
365,328,35,2025-05-11,6
366,361,4,2025-08-27,4
367,401,37,2025-06-25,9
368,120,59,2025-01-12,9
369,101,79,2025-11-09,5
370,347,1,2025-03-02,5
371,267,24,2025-05-01,3
372,11,69,2025-04-09,4
373,154,26,2025-12-08,7
374,84,49,2025-05-18,3
375,35,40,2025-06-14,9
376,342,56,2025-03-18,2
377,417,62,2025-08-18,2
378,161,38,2025-11-08,4
379,42,84,2025-03-07,2
380,124,71,2025-08-09,10
381,221,63,2025-08-12,8
382,483,68,2025-12-30,1
383,355,74,2025-03-02,6
384,106,67,2025-04-29,1
385,174,68,2025-10-30,4
386,295,84,2025-01-11,2
387,32,36,2025-04-26,6
388,399,87,2025-02-01,4
389,457,23,2025-06-07,4
390,256,54,2025-09-11,2
391,21,80,2025-03-16,3
392,167,20,2025-10-11,1
393,426,53,2025-11-30,7
394,381,82,2025-01-04,7
395,427,75,2025-05-01,9
396,187,24,2025-10-25,8
397,370,79,2025-03-15,4
398,196,22,2025-03-21,5
399,480,100,2025-06-01,8
400,390,81,2025-03-27,2
401,259,9,2025-01-13,6
402,299,79,2025-02-16,3
403,87,97,2025-06-02,3
404,161,29,2025-06-13,1
405,254,41,2025-12-16,10
406,381,70,2025-07-02,6
407,327,37,2025-01-23,6
408,465,15,2025-12-09,8
409,58,31,2025-01-27,4
410,371,5,2025-02-05,9
411,434,17,2025-09-01,5
412,144,29,2025-03-06,8
413,486,74,2025-08-14,10
414,90,29,2025-11-22,10
415,238,88,2025-01-05,5
416,443,64,2025-01-08,6
417,455,5,2025-01-25,8
418,166,15,2025-03-20,7
419,259,52,2025-08-13,4
420,230,56,2025-09-13,1
421,160,90,2025-02-04,9
422,369,78,2025-03-06,10
423,38,5,2025-06-17,4
424,471,5,2025-01-29,10
425,39,33,2025-12-13,1
426,319,89,2025-11-29,3
427,436,77,2025-04-21,8
428,331,73,2025-08-01,5
429,82,37,2025-12-17,9
430,228,19,2025-12-19,4
431,1,80,2025-05-09,9
432,308,69,2025-05-11,7
433,414,63,2025-12-17,9
434,321,35,2025-04-09,2
435,141,60,2025-04-01,9
436,154,4,2025-03-22,2
437,269,83,2025-04-18,4
438,184,62,2025-02-05,6
439,345,14,2025-06-17,10
440,97,52,2025-02-06,4
441,362,28,2025-12-16,6
442,319,80,2025-04-29,7
443,372,5,2025-01-06,1
444,262,45,2025-04-17,3
445,464,62,2025-07-15,1
446,319,33,2025-11-08,8
447,281,62,2025-07-19,3
448,179,94,2025-04-14,2
449,159,44,2025-04-18,5
450,263,27,2025-03-20,7
451,388,1,2025-07-04,3
452,255,47,2025-09-29,6
453,61,45,2025-05-03,5
454,460,14,2025-09-30,8
455,286,17,2025-07-16,3
456,128,32,2025-11-09,7
457,437,84,2025-08-13,9
458,62,11,2025-04-18,7
459,347,32,2025-09-15,4
460,182,57,2025-10-13,9
461,219,98,2025-11-21,9
462,316,23,2025-03-08,1
463,392,4,2025-06-22,10
464,452,29,2025-01-06,4
465,75,33,2025-01-27,1
466,147,63,2025-06-26,6
467,207,63,2025-05-30,7
468,312,76,2025-02-09,6
469,56,91,2025-06-21,6
470,485,65,2025-05-10,2
471,32,91,2025-08-25,3
472,232,96,2025-08-16,9
473,4,72,2025-02-24,3
474,474,44,2025-12-12,8
475,255,35,2025-02-04,4
476,53,100,2025-08-27,2
477,315,68,2025-02-25,8
478,199,82,2025-06-03,8
479,266,23,2025-04-14,10
480,410,93,2025-01-03,1
481,467,62,2025-06-06,1
482,230,44,2025-09-27,5
483,115,18,2025-05-16,9
484,392,2,2025-02-26,10
485,175,19,2025-11-28,5
486,409,25,2025-01-14,2
487,226,47,2025-04-30,9
488,207,77,2025-04-10,2
489,49,44,2025-12-04,9
490,4,67,2025-07-24,2
491,383,56,2025-07-06,4
492,137,46,2025-10-29,2
493,157,38,2025-04-07,1
494,108,27,2025-01-19,8
495,110,49,2025-08-13,2
496,343,88,2025-10-02,4
497,123,79,2025-10-22,2
498,441,100,2025-08-15,5
499,475,80,2025-07-01,2
500,25,20,2025-10-02,3
501,337,49,2025-12-25,4
502,174,35,2025-07-19,10
503,217,60,2025-06-03,3
504,457,61,2025-08-27,4
505,460,33,2025-08-23,9
506,391,62,2025-11-05,4
507,4,64,2025-07-15,2
508,500,50,2025-01-05,8
509,82,6,2025-06-02,9
510,290,72,2025-01-19,4
511,426,23,2025-04-02,2
512,399,51,2025-08-06,5
513,471,5,2025-11-16,1
514,191,66,2025-10-21,10
515,129,90,2025-01-24,4
516,437,57,2025-08-17,7
517,158,20,2025-02-02,5
518,408,52,2025-12-21,10
519,330,4,2025-10-24,2
520,233,45,2025-01-12,4
521,357,56,2025-02-25,7
522,15,85,2025-10-17,8
523,468,90,2025-08-12,9
524,295,2,2025-10-02,4
525,430,19,2025-04-18,4
526,498,29,2025-02-22,5
527,378,18,2025-09-01,7
528,326,21,2025-08-20,6
529,306,93,2025-03-27,7
530,500,52,2025-07-13,7
531,14,18,2025-09-18,2
532,18,63,2025-08-03,3
533,487,24,2025-04-25,6
534,55,36,2025-12-14,2
535,407,55,2025-03-31,3
536,219,69,2025-10-25,2
537,104,92,2025-05-25,8
538,438,66,2025-08-28,7
539,329,76,2025-09-26,1
540,122,37,2025-10-20,4
541,410,96,2025-03-14,6
542,43,30,2025-04-01,1
543,475,24,2025-09-26,7
544,410,74,2025-12-24,8
545,316,68,2025-10-11,3
546,48,79,2025-04-04,1
547,378,54,2025-11-05,6
548,9,54,2025-09-25,2
549,490,26,2025-11-21,8
550,93,48,2025-04-24,6
551,196,29,2025-06-01,9
552,470,33,2025-09-30,4
553,418,47,2025-10-30,10
554,350,26,2025-02-09,1
555,315,74,2025-05-14,4
556,300,97,2025-02-07,7
557,78,8,2025-09-12,9
558,44,2,2025-08-20,6
559,336,24,2025-04-17,1
560,188,28,2025-02-17,5
561,283,16,2025-01-05,10
562,295,46,2025-05-30,2
563,120,42,2025-06-06,3
564,170,83,2025-12-04,9
565,363,54,2025-08-04,10
566,329,81,2025-08-13,8
567,436,48,2025-07-10,9
568,11,62,2025-03-31,2
569,356,37,2025-12-11,7
570,490,65,2025-11-22,5
571,270,92,2025-04-12,1
572,45,55,2025-01-07,6
573,77,11,2025-09-27,10
574,367,8,2025-05-24,2
575,276,10,2025-06-16,9
576,139,66,2025-03-17,8
577,141,52,2025-10-29,10
578,428,49,2025-11-09,3
579,337,37,2025-05-01,10
580,322,82,2025-10-06,10
581,113,92,2025-03-22,9
582,489,80,2025-11-28,1
583,232,12,2025-04-23,5
584,358,70,2025-03-19,8
585,320,43,2025-04-05,9
586,444,8,2025-03-20,7
587,211,70,2025-03-05,8
588,58,45,2025-04-07,4
589,133,66,2025-03-05,6
590,141,47,2025-01-27,6
591,336,94,2025-02-20,7
592,1,37,2025-03-09,3
593,196,46,2025-04-19,10
594,436,67,2025-05-05,7
595,369,28,2025-01-02,3
596,267,70,2025-11-16,8
597,175,73,2025-08-04,7
598,339,15,2025-07-04,3
599,111,7,2025-08-11,8
600,125,54,2025-01-08,1
601,314,54,2025-10-07,1
602,281,82,2025-10-17,2
603,240,3,2025-12-19,6
604,10,71,2025-03-27,9
605,78,5,2025-09-07,7
606,163,73,2025-02-09,6
607,38,100,2025-11-07,5
608,136,96,2025-01-03,8
609,467,40,2025-04-22,5
610,194,97,2025-04-14,3
611,95,9,2025-10-17,3
612,336,48,2025-12-26,3
613,134,13,2025-10-22,7
614,221,28,2025-02-18,4
615,145,56,2025-11-10,8
616,32,46,2025-08-06,5
617,438,88,2025-05-15,5
618,313,27,2025-06-22,7
619,94,79,2025-11-03,8
620,154,5,2025-11-21,5
621,318,27,2025-12-02,3
622,315,48,2025-10-11,10
623,319,57,2025-02-25,4
624,4,87,2025-12-29,7
625,267,94,2025-05-03,4
626,1,68,2025-12-04,8
627,25,27,2025-03-23,5
628,37,47,2025-10-13,10
629,70,97,2025-11-19,10
630,447,23,2025-05-24,2
631,437,51,2025-04-07,3
632,189,80,2025-12-31,10
633,435,26,2025-09-22,5
634,435,20,2025-03-15,6
635,221,96,2025-03-14,3
636,104,74,2025-10-21,2
637,496,69,2025-12-31,7
638,144,18,2025-08-28,6
639,245,57,2025-01-08,7
640,334,76,2025-11-27,8
641,215,26,2025-11-29,8
642,226,95,2025-06-20,8
643,160,56,2025-11-01,6
644,170,75,2025-03-30,9
645,89,22,2025-07-29,8
646,229,45,2025-04-30,6
647,396,67,2025-09-15,4
648,348,11,2025-05-10,5
649,156,47,2025-10-09,1
650,244,4,2025-01-19,5
651,147,62,2025-06-29,2
652,372,96,2025-08-15,5
653,273,86,2025-06-12,10
654,233,65,2025-05-12,6
655,277,34,2025-07-07,2
656,204,13,2025-04-01,2
657,59,17,2025-07-18,1
658,5,28,2025-05-19,8
659,324,61,2025-09-21,6
660,42,61,2025-11-01,4
661,75,9,2025-01-26,9
662,47,45,2025-01-25,3
663,355,8,2025-02-07,6
664,314,73,2025-02-04,4
665,369,66,2025-01-21,4
666,3,61,2025-06-21,2
667,297,31,2025-04-29,4
668,139,98,2025-10-15,10
669,79,54,2025-02-25,10
670,266,28,2025-12-02,3
671,487,61,2025-06-20,10
672,163,98,2025-05-17,10
673,104,95,2025-05-28,2
674,3,79,2025-09-22,2
675,364,80,2025-01-08,2
676,118,22,2025-07-25,7
677,212,13,2025-11-20,10
678,92,33,2025-03-19,10
679,88,91,2025-04-18,9
680,414,35,2025-04-07,9
681,280,34,2025-10-14,6
682,103,34,2025-12-30,10
683,365,29,2025-05-20,4
684,392,69,2025-08-06,5
685,11,21,2025-11-07,1
686,358,77,2025-02-04,7
687,488,39,2025-01-21,5
688,228,36,2025-12-30,2
689,206,84,2025-12-03,6
690,346,73,2025-10-28,9
691,2,8,2025-02-03,3
692,181,96,2025-05-19,5
693,273,21,2025-01-04,2
694,153,42,2025-08-30,2
695,240,87,2025-03-24,7
696,203,79,2025-01-06,2
697,491,72,2025-03-12,8
698,16,98,2025-03-04,6
699,112,16,2025-01-22,1
700,114,1,2025-07-29,9
701,65,55,2025-05-22,8
702,199,22,2025-05-30,3
703,181,68,2025-11-01,7
704,267,40,2025-02-22,8
705,300,59,2025-02-28,4
706,46,12,2025-11-28,6
707,445,100,2025-01-11,6
708,456,19,2025-11-07,6
709,409,35,2025-06-01,3
710,224,18,2025-02-11,8
711,258,75,2025-07-17,1
712,182,28,2025-07-03,9
713,143,4,2025-09-03,1
714,416,97,2025-12-04,8
715,392,26,2025-12-13,10
716,112,22,2025-06-04,10
717,95,27,2025-10-03,6
718,39,65,2025-12-30,6
719,220,5,2025-06-23,4
720,298,99,2025-02-18,1
721,75,83,2025-03-01,1
722,59,22,2025-01-29,1
723,345,44,2025-01-25,8
724,403,62,2025-12-18,8
725,333,45,2025-03-11,7
726,64,2,2025-12-14,4
727,376,27,2025-02-12,8
728,339,66,2025-05-27,2
729,409,23,2025-05-28,10
730,102,38,2025-07-31,7
731,10,48,2025-05-27,10
732,453,100,2025-12-08,4
733,14,2,2025-05-03,1
734,370,52,2025-10-11,7
735,495,37,2025-05-20,8
736,77,32,2025-11-25,2
737,373,95,2025-11-08,2
738,237,85,2025-10-04,6
739,159,33,2025-02-05,4
740,49,36,2025-04-16,10
741,31,88,2025-03-08,1
742,303,46,2025-08-23,5
743,11,24,2025-05-05,1
744,283,26,2025-04-24,4
745,72,92,2025-03-08,1
746,202,99,2025-01-14,4
747,341,54,2025-03-01,4
748,34,20,2025-06-14,5
749,258,18,2025-02-08,10
750,389,14,2025-12-31,2
751,95,59,2025-07-22,5
752,357,69,2025-07-15,2
753,184,56,2025-01-17,5
754,336,50,2025-02-15,9
755,340,44,2025-10-29,4
756,48,93,2025-04-21,10
757,492,83,2025-07-13,3
758,385,41,2025-07-03,2
759,414,17,2025-06-14,1
760,491,15,2025-05-25,7
761,13,16,2025-01-28,10
762,240,61,2025-08-14,10
763,341,80,2025-10-10,4
764,87,39,2025-05-05,10
765,456,68,2025-08-07,3
766,266,71,2025-05-16,6
767,184,5,2025-06-19,9
768,407,22,2025-07-24,1
769,403,57,2025-09-16,4
770,463,18,2025-09-10,10
771,325,13,2025-09-15,8
772,19,27,2025-01-12,1
773,117,38,2025-09-06,7
774,87,55,2025-01-05,6
775,141,36,2025-09-08,7
776,208,9,2025-07-31,10
777,72,39,2025-05-05,1
778,307,85,2025-09-24,3
779,125,48,2025-07-27,10
780,72,2,2025-05-04,6
781,6,12,2025-02-02,3
782,190,58,2025-09-06,5
783,322,58,2025-12-17,10
784,278,7,2025-11-25,10
785,70,88,2025-08-03,9
786,359,4,2025-09-30,1
787,45,76,2025-01-27,7
788,264,29,2025-08-25,5
789,179,41,2025-05-09,2
790,127,34,2025-10-25,8
791,94,66,2025-02-08,7
792,472,64,2025-03-13,6
793,13,54,2025-05-29,9
794,414,45,2025-06-12,3
795,398,62,2025-02-12,6
796,175,46,2025-03-06,5
797,423,67,2025-12-15,7
798,326,28,2025-06-11,5
799,428,51,2025-07-02,4
800,210,57,2025-05-01,7
801,443,80,2025-02-27,4
802,308,28,2025-05-28,7
803,491,93,2025-03-09,3
804,303,23,2025-10-12,3
805,497,62,2025-06-27,6
806,163,85,2025-05-05,5
807,437,68,2025-02-02,9
808,21,7,2025-11-13,4
809,444,1,2025-07-29,3
810,311,45,2025-06-15,1
811,258,47,2025-11-13,1
812,82,44,2025-12-21,1
813,346,73,2025-06-11,10
814,29,23,2025-04-12,9
815,226,97,2025-05-11,4
816,336,97,2025-09-11,1
817,95,42,2025-01-21,9
818,72,28,2025-04-05,2
819,85,3,2025-03-18,9
820,495,37,2025-10-20,2
821,172,14,2025-02-20,6
822,364,54,2025-12-07,8
823,365,66,2025-05-28,6
824,15,22,2025-10-29,9
825,237,38,2025-03-07,8
826,404,96,2025-04-01,8
827,136,77,2025-08-08,9
828,11,39,2025-02-16,10
829,190,31,2025-10-02,9
830,247,49,2025-11-13,6
831,144,43,2025-10-15,7
832,483,22,2025-09-22,10
833,124,43,2025-08-11,6
834,185,68,2025-08-01,6
835,59,1,2026-01-01,8
836,67,55,2025-03-23,1
837,473,80,2025-07-22,5
838,500,41,2025-09-10,6
839,491,94,2025-05-09,9
840,133,89,2025-12-29,2
841,456,59,2025-03-17,5
842,406,58,2025-12-04,6
843,186,79,2025-06-19,7
844,343,92,2025-11-18,9
845,113,44,2025-01-22,2
846,348,49,2025-04-08,5
847,109,27,2025-01-18,7
848,472,99,2025-03-11,4
849,182,49,2025-11-14,10
850,423,3,2025-12-31,10
851,149,73,2025-10-17,7
852,47,44,2025-08-19,3
853,283,87,2025-06-12,1
854,401,64,2025-12-18,7
855,184,76,2025-12-02,5
856,352,79,2025-12-27,9
857,483,91,2025-06-04,2
858,15,6,2025-02-05,7
859,167,86,2025-01-05,9
860,455,36,2025-06-08,6
861,436,32,2025-05-13,4
862,194,65,2025-06-03,7
863,28,76,2025-08-22,3
864,281,78,2025-07-29,10
865,236,91,2025-11-25,6
866,365,48,2025-04-28,10
867,127,84,2025-11-26,1
868,369,61,2025-05-09,9
869,73,47,2025-09-23,8
870,115,77,2025-06-06,8
871,30,26,2025-07-20,5
872,469,91,2025-06-24,6
873,331,89,2025-11-11,3
874,442,80,2025-11-24,6
875,415,58,2025-10-06,2
876,452,67,2025-08-05,10
877,236,86,2025-05-11,5
878,327,35,2025-09-15,2
879,301,11,2025-05-13,3
880,464,36,2025-03-25,10
881,21,56,2025-11-09,1
882,411,8,2025-02-13,1
883,199,33,2025-05-20,9
884,284,95,2025-06-05,7
885,399,75,2025-10-30,5
886,419,80,2025-07-13,3
887,324,30,2025-12-14,10
888,401,41,2025-12-31,1
889,377,94,2025-12-06,8
890,432,16,2025-12-18,9
891,124,42,2025-03-17,9
892,98,42,2025-01-13,1
893,467,60,2025-11-02,3
894,256,46,2025-05-07,10
895,457,36,2025-04-15,3
896,405,31,2025-04-05,6
897,407,27,2025-03-04,10
898,97,79,2025-01-09,1
899,25,68,2025-03-12,2
900,57,80,2025-05-20,2
901,345,55,2025-05-27,8
902,311,81,2025-11-27,10
903,13,18,2025-01-02,5
904,90,42,2025-03-30,2
905,345,26,2025-10-10,8
906,33,86,2025-05-24,10
907,252,100,2025-04-22,5
908,8,38,2025-09-08,7
909,486,26,2025-07-15,3
910,56,69,2025-06-30,3
911,350,77,2025-11-05,3
912,29,27,2025-04-07,2
913,349,2,2025-11-03,2
914,277,18,2025-10-10,5
915,249,100,2025-04-20,9
916,263,10,2025-07-18,1
917,300,62,2025-11-25,5
918,165,95,2025-06-02,1
919,139,57,2025-11-13,1
920,336,21,2025-12-04,9
921,442,79,2025-08-25,10
922,45,5,2025-07-29,7
923,247,88,2025-05-05,2
924,39,90,2025-03-01,6
925,356,84,2025-07-26,2
926,356,84,2025-01-18,1
927,158,89,2025-07-22,10
928,482,82,2025-08-14,8
929,44,11,2025-12-27,9
930,451,71,2025-10-05,3
